Sender,Subject,Date,Type
Interview Call Letter <jobs@techgig.com>,HP MEGA Hiring For Freshers As Software Developers - Apply And Get Hired Now,25 Jul 2018 09:41:51 +0530,CATEGORY_UPDATES
Monster Jobs <jobmessenger@monsterindia.com>,"Lakshay, Top matching jobs for Software Engineer/ Programmer, Fresher",25 Jul 2018 03:30:56 -0000,CATEGORY_UPDATES
Latest Java Quiz <assessment@techgig.com>,IBM Online Java Test For Entry Level Software Developer - Participate Now,25 Jul 2018 06:36:49 +0530,CATEGORY_UPDATES
Interview Call Letter <jobs@techgig.com>,HP MEGA Hiring For Freshers As Software Developers - Apply Today - Get Hired Now,25 Jul 2018 06:31:40 +0530,CATEGORY_UPDATES
"""Dictionary.com"" <doctor@dictionary.com>",Will You Have Carte Blanche Over This Quiz?,"Tue, 24 Jul 2018 19:52:59 -0400 (EDT)",CATEGORY_UPDATES
The Postman Team <thepostmanteam@getpostman.com>,Opt in! July News & Updates from Postman,"Tue, 24 Jul 2018 17:33:21 -0500 (CDT)",CATEGORY_UPDATES
Stack Overflow <do-not-reply@stackoverflow.email>,"Stack Overflow Newsletter - Tuesday, July 24, 2018","Tue, 24 Jul 2018 18:13:09 +0000 (UTC)",CATEGORY_UPDATES
Stack Overflow <do-not-reply@stackoverflow.email>,"Stack Overflow Newsletter - Tuesday, July 24, 2018","Tue, 24 Jul 2018 17:15:07 +0000 (UTC)",CATEGORY_UPDATES
Axis Bank Remittance <customer.communication@axisbank.in>,ZERO processing fee on all Outward Remittances through Axis Internet Banking!,"Tue, 24 Jul 2018 13:16:23 +0000",CATEGORY_UPDATES
Paytm <care@paytm.com>,You paid Rs. 20.00 to riyas t k,"Tue, 24 Jul 2018 15:06:51 +0000 (UTC)",CATEGORY_UPDATES
PVR Cinemas <bookings@pvrcinemas.com>,Grab your offer now on PVR Website and Mobile App!,"Tue, 24 Jul 2018 19:41:36 +0530",CATEGORY_UPDATES
Yes Bank <newsletters@shopatbest.com>,"Dear Customer, You can personalize Bank_Account","Tue, 24 Jul 2018 18:07:48 +0530",CATEGORY_UPDATES
Standard Chartered Bank <newsletters@shopatbest.com>,"Hi Dear, BookMyshow vouchers worth Rs 1000 with Super Value Titanium Credit Card","Tue, 24 Jul 2018 17:35:45 +0530",CATEGORY_UPDATES
alerts@paytm.com,You have paid Rs.20 to GUPTA,"Tue, 24 Jul 2018 12:00:51 +0000 (UTC)",CATEGORY_UPDATES
ICICIcard <newsletters@shopatbest.com>,"Hi Dear, Get ICICI_Card with great benefits.","Tue, 24 Jul 2018 16:55:51 +0530",CATEGORY_UPDATES
"""Firstnaukri.com"" <naukrialerts@firstnaukri.com>","Lakshay Bhambri, Jobs matching your Profile for Jul 24","Tue, 24 Jul 2018 17:07:38 +0530",CATEGORY_UPDATES
Indiabulls Dhani <newsletters@shopatbest.com>,Get PLoan Directly in Your BANK A/C,"Tue, 24 Jul 2018 15:43:44 +0530",CATEGORY_UPDATES
Axis Bank <newsletters@shopatbest.com>,Aadhar+PAN+3min= AXIS Savings A/C,"Tue, 24 Jul 2018 16:23:00 +0530",CATEGORY_UPDATES
Esha from Eckovation <info@eckmarket.in>,Learn Machine Learning and IoT + Get Better Job Opportunities,"Tue, 24 Jul 2018 09:49:07 +0000",CATEGORY_UPDATES
Standard Chartered <newsletters@shopatbest.com>,SVT Card with Special Offers for You,"Tue, 24 Jul 2018 14:43:20 +0530",CATEGORY_UPDATES
Standard Chartered Bank <newsletters@shopatbest.com>,"Save upto Rs6,000 p.a, 20% Cashback on UberRides, MovieVouchers worth Rs1000 and More","Tue, 24 Jul 2018 14:00:09 +0530",CATEGORY_UPDATES
Naukri Alerts <naukrialerts@naukri.com>,"Opportunities in Bengaluru for Java Developer, Java Fresher","Tue, 24 Jul 2018 10:41:00 +0530",CATEGORY_UPDATES
Standard Chartered <newsletters@shopatbest.com>,Special Offer For You with SVT Card,"Tue, 24 Jul 2018 13:19:58 +0530",CATEGORY_UPDATES
Paytm <care@paytm.com>,You paid Rs. 35.00 to Baburao s kande,"Tue, 24 Jul 2018 08:17:13 +0000 (UTC)",CATEGORY_UPDATES
PAN NUMBER <newsletters@shopatbest.com>,Application for applying PAN Card in Online.,"Tue, 24 Jul 2018 11:45:36 +0530",CATEGORY_UPDATES
VOLVO <newsletters@shopatbest.com>,Best Time to own a Volvo S60 cross Country,"Tue, 24 Jul 2018 12:19:17 +0530",CATEGORY_UPDATES
Coursera <no-reply@m.mail.coursera.org>,Recommended courses for you,"Tue, 24 Jul 2018 06:45:45 +0000",CATEGORY_UPDATES
TechGig Latest News <technews@techgig.com>,H1B woes: Cross every t and dot every i to get a US Visa | 7 tech skills that will get you hired at TCS,24 Jul 2018 12:02:19 +0530,CATEGORY_UPDATES
VOLVO <newsletters@shopatbest.com>,Best Time to own a Volvo S60 cross Country,"Tue, 24 Jul 2018 11:26:54 +0530",CATEGORY_UPDATES
Reshmi Mehta <newsletters@shopatbest.com>,"Pepperfry, Happy Furniture to You","Tue, 24 Jul 2018 10:50:31 +0530",CATEGORY_UPDATES
KENT RO <newsletters@shopatbest.com>,Enjoy Free Service for four years With Kent RO,"Tue, 24 Jul 2018 10:29:45 +0530",CATEGORY_UPDATES
alerts@paytm.com,You have paid Rs.50 to Bikaner Sweet Centre,"Tue, 24 Jul 2018 03:20:49 +0000 (UTC)",CATEGORY_UPDATES
Placement Quiz <assessment@techgig.com>,[HOT] Online FREE Aptitude | Technical Placement Questions 2017-18,24 Jul 2018 07:39:15 +0530,CATEGORY_UPDATES
order-update@amazon.in,Your Amazon.in order #171-0249381-9198777 is out for delivery,"Tue, 24 Jul 2018 02:03:25 +0000",CATEGORY_UPDATES
"""Freshersvista.com"" <support@freshersvista.com>","Call Letter for Oracle India on 25th July, 2018 - CTC Rs.11.25 LPA","Tue, 24 Jul 2018 01:47:35 +0000",CATEGORY_UPDATES
Interview Offer <jobs@techgig.com>,Amazon MEGA Hiring For Freshers As Software Developers - Apply Today - Get Hired Now,24 Jul 2018 06:33:54 +0530,CATEGORY_UPDATES
"""Dictionary.com"" <doctor@dictionary.com>",Quiz Yourself On Last Week's Words | Dictionary.com,"Mon, 23 Jul 2018 13:24:22 -0400 (EDT)",CATEGORY_UPDATES
GeeksforGeeks <noreply+feedproxy@google.com>,GeeksforGeeks | New posts,"Mon, 23 Jul 2018 16:55:11 +0000",CATEGORY_UPDATES
alerts@paytm.com,You have paid Rs.40 to NADESAN EZHUMALAI,"Mon, 23 Jul 2018 15:31:26 +0000 (UTC)",CATEGORY_UPDATES
DZone <mailer@dzone.com>,How Test-Driven Development Makes Software Better [Infographic],"Mon, 23 Jul 2018 13:52:44 +0000",CATEGORY_UPDATES
"""Han Digital Solution (P) Ltd"" <kushalaGFuZGlnaXRhbC5jb20=@naukri.com>",Job | Job Opening for Top MNC company.,"Mon, 23 Jul 2018 19:21:47 +0530",CATEGORY_UPDATES
order-update@amazon.in,Your Amazon.in order #171-0249381-9198777 could not be delivered,"Mon, 23 Jul 2018 13:48:09 +0000",CATEGORY_UPDATES
ICICI_Bank <newsletters@shopatbest.com>,Plan a destination wedding with ICICI_PL,"Mon, 23 Jul 2018 18:19:46 +0530",CATEGORY_UPDATES
Provident HOUSING <newsletters@shopatbest.com>,World Class vacation Homes starting Rs. 40 Lacs Only!,"Mon, 23 Jul 2018 17:56:09 +0530",CATEGORY_UPDATES
Volvo <newsletters@shopatbest.com>,Best Time to Own a Volvo S60 Cross Country,"Mon, 23 Jul 2018 17:32:47 +0530",CATEGORY_UPDATES
Paytm <care@paytm.com>,You paid Rs. 20.00 to Ashwini,"Mon, 23 Jul 2018 12:00:26 +0000 (UTC)",CATEGORY_UPDATES
no-reply@paytm.com,Your payment to Ashwini was successful,"Mon, 23 Jul 2018 12:00:26 +0000 (UTC)",CATEGORY_UPDATES
order-update@amazon.in,Your Amazon.in order #171-0249381-9198777 is out for delivery,"Mon, 23 Jul 2018 11:22:54 +0000",CATEGORY_UPDATES
Online Xclusive <alert@mailmx.in>,Welcome to Biggest Fashion Sale | Flat 70% OFF on Brands,"Mon, 23 Jul 2018 16:03:50 +0530",CATEGORY_UPDATES
ShopClues <info@offers.shopcluesmail.com>,"Shop Big, Save BIGGER","Mon, 23 Jul 2018 08:38:04 -0000",CATEGORY_UPDATES
PanCard <newsletters@shopatbest.com>,Application for Applying Pan Card,"Mon, 23 Jul 2018 13:54:52 +0530",CATEGORY_UPDATES
RD India <newsletters@shopatbest.com>,The information inside can transform your life!,"Mon, 23 Jul 2018 13:39:01 +0530",CATEGORY_UPDATES
kent RO <newsletters@shopatbest.com>,Choose KENT and Stay Healthy,"Mon, 23 Jul 2018 13:31:21 +0530",CATEGORY_UPDATES
PURELY HERBS <newsletters@shopatbest.com>,Be The Best of You.,"Mon, 23 Jul 2018 13:20:13 +0530",CATEGORY_UPDATES
Kotak Mahindra Bank <newsletters@shopatbest.com>,Get Your Zero Balance A/c in 3 Steps Now,"Mon, 23 Jul 2018 12:33:56 +0530",CATEGORY_UPDATES
Indiabulls Dhani <newsletters@shopatbest.com>,"Get Loan Easy, Quick Through Your Phone","Mon, 23 Jul 2018 11:45:33 +0530",CATEGORY_UPDATES
TechGig Latest News <technews@techgig.com>,New H1b visa rule to kick off on September 11 | How this Chennai-based coder became India's celebrity developer,23 Jul 2018 12:21:20 +0530,CATEGORY_UPDATES
MASALA BOX <newsletters@masalabox.net>,SAVE MORE BY ORDERING MORE!!,"Mon, 23 Jul 2018 06:45:27 +0000",CATEGORY_UPDATES
Standard Chartered Bank <newsletters@shopatbest.com>,"Save upto Rs6,000 p.a, 20% Cashback on UberRides, MovieVouchers worth Rs1000 and More","Mon, 23 Jul 2018 11:47:01 +0530",CATEGORY_UPDATES
Notificationmail <newsletters@smtpmailbox.com>,"bhambri.lakshay.lakshay@gmail.com, Free BangKok Trip for You","Mon, 23 Jul 2018 10:43:38 +0530",CATEGORY_UPDATES
BeatO <newsletters@shopatbest.com>,Loving this Rain  You'd love our Cash_back too,"Mon, 23 Jul 2018 10:44:02 +0530",CATEGORY_UPDATES
Indian Oil <newsletters@shopatbest.com>,No Joining fee and 71 Liters Free Fuel.,"Mon, 23 Jul 2018 10:29:11 +0530",CATEGORY_UPDATES
Paytm <alerts@paytm.com>,You have paid Rs.90 to AMRIT KUMAR LAMA,"Mon, 23 Jul 2018 04:57:58 +0000 (UTC)",CATEGORY_UPDATES
Ola Share <noreply@olacabs.com>,Ola Share Receipt for OSN1074423613,"Mon, 23 Jul 2018 10:05:07 +0530",CATEGORY_UPDATES
alerts@paytm.com,You have paid Rs.35 to Paytm User,"Mon, 23 Jul 2018 04:12:34 +0000 (UTC)",CATEGORY_UPDATES
Placement Quiz <assessment@techgig.com>,[HOT] Online FREE Aptitude | Technical Placement Questions 2017-18,23 Jul 2018 07:33:30 +0530,CATEGORY_UPDATES
Axis Bank Alerts <alerts@axisbank.com>,Notification from Axis Bank,"Mon, 23 Jul 2018 06:38:14 +0530",CATEGORY_UPDATES
Interview Call Letter <jobs@techgig.com>,IBM Off Campus Drive Hiring Freshers As Software Developers - Registration Link Active - Apply Now,23 Jul 2018 06:29:41 +0530,CATEGORY_UPDATES
"""Freshersvista.com"" <support@freshersvista.com>","Call Letter for Oracle India on 25th July, 2018 - CTC Rs.11.25 LPA","Mon, 23 Jul 2018 00:58:44 +0000",CATEGORY_UPDATES
"""Amazon.in"" <order-update@amazon.in>",Your Amazon.in Order Refund Reference Number,"Sun, 22 Jul 2018 18:35:16 +0000",CATEGORY_UPDATES
Glassdoor <noreply@glassdoor.com>,New Reviews and Salaries at Abyeti Technologies,"Sun, 22 Jul 2018 18:21:35 +0000 (UTC)",CATEGORY_UPDATES
alerts@paytm.com,You have paid Rs.40 to Paytm User,"Sun, 22 Jul 2018 15:30:02 +0000 (UTC)",CATEGORY_UPDATES
Swiggy <no-reply@swiggy.in>,Your Swiggy order no. 15345265298 has been delivered,"Sun, 22 Jul 2018 15:07:48 +0000 (UTC)",CATEGORY_UPDATES
Paytm <alerts@paytm.com>,You paid Rs. 114.00 to swiggy,"Sun, 22 Jul 2018 14:34:29 +0000 (UTC)",CATEGORY_UPDATES
Swiggy <noreply@swiggy.in>,"Your receipt for Swiggy order 15345265298 from Jul 22,2018","Sun, 22 Jul 2018 14:34:27 +0000",CATEGORY_UPDATES
Myntra <info@myntra.com>,We're Giving You Rs.300,"Sun, 22 Jul 2018 19:02:39 +0530",CATEGORY_UPDATES
Kashish Sharma <newsletters@shopatbest.com>,"Pepperfry, Happy Furniture to You","Sun, 22 Jul 2018 16:33:48 +0530",CATEGORY_UPDATES
Confirmationmail <newsletters@smtpmailbox.com>,"Good News, Your Loan is Processed, Confirm Details","Sun, 22 Jul 2018 14:55:49 +0530",CATEGORY_UPDATES
Toyota India <newsletters@smtpmailbox.com>,Dear bhambri.lakshay.lakshay@gmail.com The Next Level Of Power,"Sun, 22 Jul 2018 14:44:18 +0530",CATEGORY_UPDATES
Budget Home <newsletters@shopatbest.com>,Looking for a new Home?,"Sun, 22 Jul 2018 13:30:59 +0530",CATEGORY_UPDATES
JioPostPaid <newsletters@shopatbest.com>,JioPostPaid SIM delivered at your doorstep! Book Now,"Sun, 22 Jul 2018 12:50:38 +0530",CATEGORY_UPDATES
CHAI Point <newsletters@shopatbest.com>,Would you like to Start your Day with a Great Chai?,"Sun, 22 Jul 2018 13:27:52 +0530",CATEGORY_UPDATES
Budget Home <newsletters@shopatbest.com>,Looking for a new Home?,"Sun, 22 Jul 2018 12:56:54 +0530",CATEGORY_UPDATES
Rio De Goa <newsletters@shopatbest.com>,Move into your Own Furnished Home with Central Oasis View,"Sun, 22 Jul 2018 12:24:12 +0530",CATEGORY_UPDATES
Singapore TRIP <newsletters@shopatbest.com>,"Hi Dear, Plan your Singapore_Trip with us","Sun, 22 Jul 2018 13:00:33 +0530",CATEGORY_UPDATES
AngelList Alerts <talent@angel.co>,"New job: sse at Talentoj, and 1 more match  - AngelList Talent","Sun, 22 Jul 2018 07:37:48 +0000 (UTC)",CATEGORY_UPDATES
Confirmationmail <newsletters@smtpmailbox.com>,Dear bhambri.lakshay.lakshay@gmail.com No Documents Required for Your Loan,"Sun, 22 Jul 2018 12:37:01 +0530",CATEGORY_UPDATES
IndianOil <newsletters@shopatbest.com>,July Free Fuel offer,"Sun, 22 Jul 2018 12:07:55 +0530",CATEGORY_UPDATES
PanCard <newsletters@shopatbest.com>,Application for Applying Pan Card.,"Sun, 22 Jul 2018 11:42:00 +0530",CATEGORY_UPDATES
Standard Chartered Bank <newsletters@shopatbest.com>,"Rs500 MovieVOUCHERS with StanChart Platinum RewardsCreditcard, Limited period OFFER","Sun, 22 Jul 2018 11:51:51 +0530",CATEGORY_UPDATES
Insure your HEALTH <newsletters@shopatbest.com>,Single Policy for Entire Family.,"Sun, 22 Jul 2018 11:35:21 +0530",CATEGORY_UPDATES
IndianOil <newsletters@shopatbest.com>,Get 71Liters FreeFuel & No joining Fee,"Sun, 22 Jul 2018 10:24:38 +0530",CATEGORY_UPDATES
Report Score <newsletters@shopatbest.com>,CIBIL offers UNLIMITED SCORE ACCESS on cibil.com,"Sun, 22 Jul 2018 11:28:11 +0530",CATEGORY_UPDATES
Notificationmail <newsletters@smtpmailbox.com>,Congrats Dear bhambri.lakshay.lakshay@gmail.com Your Flat is Ready,"Sun, 22 Jul 2018 11:11:59 +0530",CATEGORY_UPDATES
Yes Bank <newsletters@shopatbest.com>,"Dear Customer, You can personalize Bank_Account","Sun, 22 Jul 2018 11:04:17 +0530",CATEGORY_UPDATES
Axis Bank <newsletters@shopatbest.com>,Aadhar+PAN+3min= AXIS Savings A/C,"Sun, 22 Jul 2018 10:41:01 +0530",CATEGORY_UPDATES
JioPost Paid <newsletters@shopatbest.com>,"Get your JioPost Paid SIM delivered at your doorstep, Book your Appointment Now","Sun, 22 Jul 2018 09:51:14 +0530",CATEGORY_UPDATES
Confirmationmail <newsletters@smtpmailbox.com>,"Good News, Your Loan is Processed, Confirm Details","Sun, 22 Jul 2018 09:03:22 +0530",CATEGORY_UPDATES
Placement Quiz <assessment@techgig.com>,[HOT] Online FREE Aptitude | Technical Placement Questions 2017-18,22 Jul 2018 07:35:41 +0530,CATEGORY_UPDATES
"""Freshersvista.com"" <support@freshersvista.com>","Call Letter for Oracle India on 25th July, 2018 - CTC Rs.11.25 LPA","Sun, 22 Jul 2018 01:34:56 +0000",CATEGORY_UPDATES
Interview Call Letter <jobs@techgig.com>,Capgemini MEGA Walkin Drive For Freshers As Software Developers On 31st July - Get Placed Now,22 Jul 2018 06:30:53 +0530,CATEGORY_UPDATES
Swiggy <no-reply@swiggy.in>,Your Swiggy order no. 15259676938 has been delivered,"Sat, 21 Jul 2018 15:25:13 +0000 (UTC)",CATEGORY_UPDATES
Swiggy <noreply@swiggy.in>,"Your receipt for Swiggy order 15259676938 from Jul 21,2018","Sat, 21 Jul 2018 14:47:58 +0000",CATEGORY_UPDATES
Paytm <alerts@paytm.com>,You paid Rs. 120.00 to swiggy,"Sat, 21 Jul 2018 14:47:58 +0000 (UTC)",CATEGORY_UPDATES
Paytm <alerts@paytm.com>,Rs.1000 added successfully.,"Sat, 21 Jul 2018 14:09:49 +0000 (UTC)",CATEGORY_UPDATES
Yes Bank <newsletters@shopatbest.com>,"Dear Customer, You can personalize Bank_Account","Sat, 21 Jul 2018 16:58:40 +0530",CATEGORY_UPDATES
Amazon Pay balance <AmazonPay-balance@amazon.in>,Refund successful: Rs 2.00 added back to Amazon Pay balance,"Sat, 21 Jul 2018 10:07:28 +0000",CATEGORY_UPDATES
Amazon Pay balance <AmazonPay-balance@amazon.in>,Rs 153.00 was paid on Amazon.in,"Sat, 21 Jul 2018 10:07:12 +0000",CATEGORY_UPDATES
Amazon Pay balance <in-gc-orders@gc.email.amazon.in>,Amazon has added a Refund Gift Card to your Amazon Pay balance,"Sat, 21 Jul 2018 10:00:06 +0000",CATEGORY_UPDATES
"""order-update@amazon.in"" <order-update@amazon.in>",Your order has been cancelled.,"Sat, 21 Jul 2018 10:00:03 +0000",CATEGORY_UPDATES
"""Amazon.in"" <auto-confirm@amazon.in>",Your Amazon.in order of Amul Choco Minis Chocolate...,"Sat, 21 Jul 2018 09:59:15 +0000",CATEGORY_UPDATES
Axis Bank Alerts <alerts@axisbank.com>,Notification from Axis Bank,"Sat, 21 Jul 2018 15:28:45 +0530 (IST)",CATEGORY_UPDATES
secure.services@axisbank.com,One Time Password for transaction on your Axis Bank Card,"Sat, 21 Jul 2018 15:28:12 +0530 (IST)",CATEGORY_UPDATES
Info Edge India Ltd <infoaW5mb0BmaXJzdG5hdWtyaS5jb20=@firstnaukri.com>,Job Opening| Technical Product Operations | Info Edge India Ltd(Firstnaukri.com),"Sat, 21 Jul 2018 15:24:40 +0530",CATEGORY_UPDATES
Standard Chartered Bank <newsletters@shopatbest.com>,"Save upto Rs6,000 p.a, 20% Cashback on UberRides, MovieVouchers worth Rs1000 and More.","Sat, 21 Jul 2018 14:46:04 +0530",CATEGORY_UPDATES
Indiabulls DHANI <newsletters@shopatbest.com>,Get Loan Easy & Quick Through Your Phone,"Sat, 21 Jul 2018 14:16:50 +0530",CATEGORY_UPDATES
PURELY HERBS <newsletters@shopatbest.com>,Be The Best of You.,"Sat, 21 Jul 2018 13:53:14 +0530",CATEGORY_UPDATES
Confirmationmail <newsletters@smtpmailbox.com>,"Dear bhambri.lakshay.lakshay@gmail.com, You Card is Processed","Sat, 21 Jul 2018 13:34:22 +0530",CATEGORY_UPDATES
AngelList Alerts <talent@angel.co>,"New job: Senior Java Developer at Parentlane, and 2 more matches  - AngelList Talent","Sat, 21 Jul 2018 08:12:03 +0000 (UTC)",CATEGORY_UPDATES
Rio De Goa <newsletters@shopatbest.com>,Move into your Own Furnished Home with Central Oasis View,"Sat, 21 Jul 2018 13:14:52 +0530",CATEGORY_UPDATES
Myntra <info@myntra.com>,Rs 200 Credited to your Myntra Account 💸,"Sat, 21 Jul 2018 13:17:00 +0530",CATEGORY_UPDATES
JioPostPaid <newsletters@shopatbest.com>,JioPostPaid SIM delivered at your doorstep! Book Now,"Sat, 21 Jul 2018 11:43:36 +0530",CATEGORY_UPDATES
JioPost Paid <newsletters@shopatbest.com>,"Get your JioPost Paid SIM delivered at your doorstep, Book your Appointment Now","Sat, 21 Jul 2018 12:57:50 +0530",CATEGORY_UPDATES
IndianOil <newsletters@shopatbest.com>,July Free Fuel offer,"Sat, 21 Jul 2018 12:48:22 +0530",CATEGORY_UPDATES
Cashless Plan <newsletters@shopatbest.com>,Health Cover of Rs 5 Lakhs.,"Sat, 21 Jul 2018 12:37:04 +0530",CATEGORY_UPDATES
Kotak Securities <newsletters@shopatbest.com>,Get Kotak ALL in ONE Fast and Easy Trading A/c,"Sat, 21 Jul 2018 11:22:33 +0530",CATEGORY_UPDATES
PanCard <newsletters@shopatbest.com>,Application for Applying Pan Card.,"Sat, 21 Jul 2018 11:22:01 +0530",CATEGORY_UPDATES
Saaransh Gupta via AlmaConnect <coordinator@almaconnect.com>,Saaransh Gupta started following you,"Sat, 21 Jul 2018 06:01:16 +0000 (UTC)",CATEGORY_UPDATES
ShopClues <info@offers.shopcluesmail.com>, Seize the Chance,"Sat, 21 Jul 2018 05:12:41 -0000",CATEGORY_UPDATES
Easy Diner <newsletters@shopatbest.com>,Now your Table_Reservation become easy,"Sat, 21 Jul 2018 10:37:02 +0530",CATEGORY_UPDATES
GST Invoice <newsletters@shopatbest.com>,"Hi Dear, Your 30 Days Trial Activated.","Sat, 21 Jul 2018 10:28:11 +0530",CATEGORY_UPDATES
Amazon Prime Music <no-reply@amazon.in>,"Trending Hindi music - no ads, free offline downloads","Sat, 21 Jul 2018 02:32:17 +0000",CATEGORY_UPDATES
Placement Quiz <assessment@techgig.com>,[HOT] Online FREE Aptitude | Technical Placement Questions 2017-18,21 Jul 2018 07:34:58 +0530,CATEGORY_UPDATES
"""Freshersvista.com"" <support@freshersvista.com>","Call Letter for Oracle India on 25th July, 2018 - CTC Rs.11.25 LPA","Sat, 21 Jul 2018 01:34:20 +0000",CATEGORY_UPDATES
Interview Call Letter <jobs@techgig.com>,Wipro Offering 4 LPA To Freshers As Software Developers - Apply And Get Hired Now,21 Jul 2018 06:31:56 +0530,CATEGORY_UPDATES
The Docker Team <privacy@docker.com>,Important Updates to the Docker Privacy Policy and GDPR compliance,"Fri, 20 Jul 2018 18:08:55 -0500 (CDT)",CATEGORY_UPDATES
"""Dictionary.com"" <doctor@dictionary.com>",✋🤬⬆️😈 Can You Translate This Quote From Emoji?,"Fri, 20 Jul 2018 18:16:49 -0400 (EDT)",CATEGORY_UPDATES
Swiggy <no-reply@swiggy.in>,Your Swiggy order no. 15176437161 has been delivered,"Fri, 20 Jul 2018 16:00:08 +0000 (UTC)",CATEGORY_UPDATES
Paytm <alerts@paytm.com>,You paid Rs. 120.00 to swiggy,"Fri, 20 Jul 2018 15:40:42 +0000 (UTC)",CATEGORY_UPDATES
Swiggy <noreply@swiggy.in>,"Your receipt for Swiggy order 15176437161 from Jul 20,2018","Fri, 20 Jul 2018 15:40:40 +0000",CATEGORY_UPDATES
Himanshi Gupta <hi@iimhelper.com>,[IMP] Score the Winning Goal | CAT 2018 Crash Course,"Fri, 20 Jul 2018 13:55:20 +0000",CATEGORY_UPDATES
DZone Top 5 Picks <mailer@dzone.com>,"Thank You for Your Help NoSQL, but We Got It From Here","Fri, 20 Jul 2018 11:51:42 +0000",CATEGORY_UPDATES
Singapore Trip <newsletters@shopatbest.com>,Check the Details of Bangkok to Singapore Trip,"Fri, 20 Jul 2018 17:01:21 +0530",CATEGORY_UPDATES
Myntra <info@myntra.com>,Min. 50% Off on Wrogn,"Fri, 20 Jul 2018 16:29:17 +0530",CATEGORY_UPDATES
GST Invoice <newsletters@shopatbest.com>,"Hi Dear, Your 30 Days Trial Activated","Fri, 20 Jul 2018 16:16:52 +0530",CATEGORY_UPDATES
PanCard <newsletters@shopatbest.com>,Application for Applying Pan Card,"Fri, 20 Jul 2018 15:20:11 +0530",CATEGORY_UPDATES
JioPost Paid <newsletters@shopatbest.com>,"Get your JioPost Paid SIM delivered at your doorstep, Book your Appointment Now","Fri, 20 Jul 2018 14:55:48 +0530",CATEGORY_UPDATES
